Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Assigned_Rep_Name,Final_Rep_Name,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1027863,Arche Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1036011,Luxe Co Studio,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1026418,Ross St. Studio,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),2544.0,0.0,2,0,FALSE,N,FALSE,FALSE,N
1027562,Arcade Home,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1026246,CARLYLE INTERIORS INC.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),700.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1037704,Rothschild West Design Inc,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1003856,SS Shelly Meshwork (Canada),INTERNAL,SALES_REP,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,-47.44,1,1,FALSE,N,FALSE,FALSE,N
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - FLOOR EXCEPTIONS: 12 accounts | $5858.50 revenue,,,,,,,,,,,,,,,
(BTF='Y' but account stayed with original rep - EXCEPTION MADE),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Assigned_Rep_Name,Final_Rep_Name,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1017683,Dezin,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),23180.5,2059.5,8,3,FALSE,Y,TRUE,FALSE,N
1007364,2Co.DesignStudio,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),10095.0,1135.0,3,2,FALSE,Y,TRUE,FALSE,N
1017983,NUVO DESIGN STUDIO INC dba DECORATING DEN,DESIGN,DESIGNER_INDEPENDENT,Group 3 Medium Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),6835.4,953.0,7,2,FALSE,Y,TRUE,FALSE,N
1016103,The Dickson Design Group,DESIGN,DESIGN_FIRM,Group 3 Medium Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),11434.0,886.0,6,1,FALSE,Y,TRUE,FALSE,N
1022486,UpStaged Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),8391.5,760.0,7,1,FALSE,Y,TRUE,FALSE,N
1010854,Farmer's Daughter Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),10739.0,80.0,2,1,FALSE,Y,TRUE,FALSE,N
1027179,Cas Roy Designs,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),15078.8,0.0,4,0,FALSE,Y,TRUE,FALSE,N
1004984,"Square Footage Custom Kitchens and Baths, Inc.",DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),13380.0,0.0,2,0,FALSE,Y,TRUE,FALSE,N
1026387,Natalie Fuglestveit Interior Design,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),300.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1024448,Boss Design Ltd.,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),15318.5,0.0,2,0,FALSE,Y,TRUE,FALSE,N
1026485,ANNE & MAY DESIGN CORPORATION,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1008110,Atmosphere Interior Design,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),8355.5,-15.0,4,1,FALSE,Y,TRUE,FALSE,N
,,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
ZERO REVENUE ACCOUNTS: 89 accounts (10 are new 2025 customers),,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,,
Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Assigned_Rep_Name,Final_Rep_Name,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1024448,Boss Design Ltd.,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),15318.5,0.0,2,0,FALSE,Y,TRUE,FALSE,N
1027179,Cas Roy Designs,DESIGN,DESIGNER_INDEPENDENT,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),15078.8,0.0,4,0,FALSE,Y,TRUE,FALSE,N
1004984,"Square Footage Custom Kitchens and Baths, Inc.",DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),13380.0,0.0,2,0,FALSE,Y,TRUE,FALSE,N
1021409,Lighthouse Cabinetry,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),9425.5,0.0,22,0,FALSE,N,FALSE,FALSE,N
1018359,The Curated Home,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),8241.5,0.0,2,0,FALSE,N,FALSE,FALSE,N
1013067,Oben Shops,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),6651.0,0.0,2,1,FALSE,N,FALSE,FALSE,N
1020017,blueprint home,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),5621.6,0.0,7,0,FALSE,N,FALSE,FALSE,N
1026418,Ross St. Studio,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),2544.0,0.0,2,0,FALSE,N,FALSE,FALSE,N
1021688,Vivre Ici DÃ©cor (Retail Store),RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1972.5,0.0,4,0,FALSE,N,FALSE,FALSE,N
1007454,Decor West Interiors,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1735.0,0.0,4,0,FALSE,N,FALSE,FALSE,N
1020661,Cocoon Interiors Inc.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1465.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1024133,Stride Design Collective  (TRADE WHOLESALER),RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1410.0,0.0,2,0,FALSE,N,FALSE,FALSE,N
1008791,"Sklar Peppler, AW Mfg",RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1259.0,0.0,3,0,FALSE,N,FALSE,FALSE,N
1004552,FD and Interiors,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1248.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1008779,Leonâ€™s Furniture Ltd c/o Furniture.ca,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1173.0,0.0,8,0,FALSE,N,FALSE,FALSE,N
1002264,Design Manitoba,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),1145.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1003025,Henry's Purveyor Of Fine Things,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),940.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1008419,The Living Lab,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),890.0,0.0,2,0,FALSE,N,FALSE,FALSE,N
1026246,CARLYLE INTERIORS INC.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),700.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1025328,dekor butik,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),580.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1001275,Muskoka Living Interiors (Canada),RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),526.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1011336,"LeClair Decor, Inc.",RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),425.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1025591,All Things Wonderful,E-TAILER,SPECIALTY,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),340.0,0.0,1,0,FALSE,N,FALSE,FALSE,N
1026387,Natalie Fuglestveit Interior Design,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),300.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1001630,Peaks And Rafters,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1008754,Cardinal Floor Coverings,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1007558,"Carpette Multi-Design CMD, Inc.",RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1007223,Anderson Carpet and Home,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1007247,PlaidFox Library,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1006754,Hay Design Incorporated,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1005379,Park Lighting and Furniture Ltd.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1006047,"Union Electric Lighting Co, Ltd.",RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1006520,"Habermehl Design Group, Inc.",DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1004077,Domicile Interiors Ltd.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1003591,Un Fauteuil Pour Deux,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,1,FALSE,N,FALSE,FALSE,N
1004980,Cosafina for Gift and Home Ltd.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1000682,H Lalonde And Frere (Canada),RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1001696,Lipman Carpet (Canada),RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1001840,Tapis Normandy,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1001858,Tapis National (Canada),RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1003013,"Import Temptations, Inc.",RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1000648,Elte Carpets Limited dba Elte and Gingers,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1016922,Gilded cage boutique,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1017812,Beckwith Galleries,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1017653,Design Gallery Interiors,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1017051,Bruton's Decorating,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1011244,"Quantum Verdi, Inc.",RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1009968,Greenpark Homes,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1009958,Designers Resource Centre,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1012977,Flaunt Interiors,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1013272,Rochelle Lynne Design,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1014212,European House Furniture,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1015122,Rug & Weave,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1016006,HAVEN,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1016418,Benali Enterprises Ltd/Allison Winter Designs,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1011520,Facade Interiors,RETAIL,SINGLE_LOCATION,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1009356,In House,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1020044,Parklanesofa Design,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1019893,Kevin Muise INTERIORS,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1019804,decorchic Inc,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1019379,The Nest Collingwood,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1019130,Linen and Lore Home,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1019249,CINTEX INTERNATIONAL (CANADA) LIMITED,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1019097,Candace Plotz Design,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1018779,Urban Home Windsor,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1017744,Granola Village,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1018348,STUDIO 222 CALGARY LTD,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1018120,Smythe Studio,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1018024,Layered Home & Living,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1021079,TrouvÃ© Home Interiors,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1020369,thestylewell,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1020490,An Honest Room,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1020127,JACQUES LAFERTE LTEE,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1023303,Gallerno Interiors,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,1,FALSE,N,FALSE,FALSE,N
1023102,Keep & co c/o Brian McCourt Design Build,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1023089,Circa Living,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1022654,Curate Ltd,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1021544,Hilary Ramsay Interiors,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1022360,Chez Nous Chez Vous,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1020720,Ultra Luxe Linens Inc.,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1024462,"MLI USA, LLC",RETAIL,MULTIPLE_LOCATIONS,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1025813,Angela Wheeler Design,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1025337,weaversplus carpets,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1024319,Brizo Interiors Inc / DBA Duxiana,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1026485,ANNE & MAY DESIGN CORPORATION,DESIGN,DESIGN_FIRM,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,Y,TRUE,FALSE,N
1027562,Arcade Home,RETAIL,SINGLE_LOCATION,Group 3 Low Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,FALSE,N,FALSE,FALSE,N
1027863,Arche Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1036011,Luxe Co Studio,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
1037704,Rothschild West Design Inc,DESIGN,DESIGN_FIRM,Group 3 High Potential,Shelly Meshwork (CA),Shelly Meshwork (CA),0.0,0.0,0,0,TRUE,N,FALSE,FALSE,N
,,,,,,,,,,,,,,,
