Customer No.,Account_Name,Segment,Sub_Segment,Segment_Label,Assigned_Rep_Name,Final_Rep_Name,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Is_New_2025,BTF,Floor_Exception,Floor_Removed,In SF ex BI
1012766,Sarah Cain Design,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,13394.5,13061.6,5,4,FALSE,N,FALSE,FALSE,N
1003173,Deanna McDavid Interiors,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,13490.4,12918.0,11,6,FALSE,N,FALSE,FALSE,N
1017103,Laure Nell Interiors,DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,24325.5,12230.84,13,9,FALSE,N,FALSE,FALSE,N
1010259,Gouse's Furniture,RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,24369.5,12061.0,34,21,FALSE,N,FALSE,FALSE,N
1003548,"Lorrie Browne Interiors, Inc.",DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,0.0,12015.5,0,2,FALSE,N,FALSE,FALSE,N
1000461,Brian Barnard's Flooring America,RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,0.0,11795.56,1,3,FALSE,N,FALSE,FALSE,N
1000663,"David Waller Interiors, Inc.",DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,4068.55,11756.29,12,10,FALSE,N,FALSE,FALSE,N
1003628,"Family Furniture and Carpet, Inc.",RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,17965.2,11589.12,35,27,FALSE,N,FALSE,FALSE,N
1025792,"DGL Interiors, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,13107.0,11451.7,3,6,FALSE,N,FALSE,FALSE,N
1005740,Nuvo Design Interiors,DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,1115.0,10908.8,1,5,FALSE,N,FALSE,FALSE,N
1021378,"French Gray Interiors, LLC.",DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,9424.0,10759.5,4,7,FALSE,N,FALSE,FALSE,N
1014134,Robyn Branch Design,DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,2146.0,10755.0,8,7,FALSE,N,FALSE,FALSE,N
1021230,Thrifty Nikki's Inc.,RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,9726.0,10738.4,15,16,FALSE,N,FALSE,FALSE,N
1037156,Emily Brady Interiors,DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,0.0,10483.0,0,6,TRUE,N,FALSE,FALSE,N
1036795,CAJE Studio,DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,0.0,10441.0,0,2,TRUE,N,FALSE,FALSE,N
1019930,2 Chicks Design Co,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,9481.8,10375.84,10,5,FALSE,N,FALSE,FALSE,N
1016201,L Pumpa Designs LLC,DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,0.0,10325.5,0,2,FALSE,N,FALSE,FALSE,N
1024411,bartlett design,DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,13991.0,10291.05,11,6,FALSE,N,FALSE,FALSE,N
1002061,"Design With Merritt, Inc.",DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,12764.3,10145.5,10,7,FALSE,N,FALSE,FALSE,N
1016822,Lavino Home Design,DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,6217.0,10112.5,5,3,FALSE,N,FALSE,FALSE,N
1001967,Charlene Neal Pure Style,DESIGN,ARCHITECT_BUILDER,Group 2 Medium Potential,David Glassman,David Glassman,16331.5,10086.6,22,11,FALSE,N,FALSE,FALSE,N
1024489,Iannella Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,12851.0,10078.8,9,7,FALSE,N,FALSE,FALSE,N
1024673,Astral House LLC,DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,1912.0,10006.0,2,8,FALSE,N,FALSE,FALSE,N
1012505,"Grey House Interiors, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,3489.0,9991.0,2,1,FALSE,N,FALSE,FALSE,N
1005373,Our Boat House,RETAIL,SINGLE_LOCATION,Group 2 High Potential,David Glassman,David Glassman,15093.5,9963.95,40,42,FALSE,N,FALSE,FALSE,N
1024204,Design By Rania,DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,1470.0,9883.0,1,3,FALSE,N,FALSE,FALSE,N
1023135,BA Design Group Inc,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,175.0,9784.0,0,4,FALSE,N,FALSE,FALSE,N
1026745,Sally M LaHood,DESIGN,DESIGNER_INDEPENDENT,Group 2 Medium Potential,David Glassman,David Glassman,10989.6,9781.0,6,5,FALSE,N,FALSE,FALSE,N
1003697,Masterpiece Interiors,DESIGN,DESIGNER_INDEPENDENT,Group 2 High Potential,David Glassman,David Glassman,4417.0,9765.9,8,11,FALSE,N,FALSE,FALSE,N
1003389,Anne Rue Interiors,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,4414.0,9691.0,4,2,FALSE,N,FALSE,FALSE,N
1007910,"Designer's Mark, Inc.",DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,15658.0,9656.0,12,10,FALSE,N,FALSE,FALSE,N
1005998,"Fine Furniture by Gordon's, Inc.",RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,9877.0,9589.0,14,11,FALSE,N,FALSE,FALSE,N
1000833,Pink Pineapple,RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,11516.7,9540.0,27,24,FALSE,N,FALSE,FALSE,N
1020347,"Nested Designs, LLC",DESIGN,DESIGNER_INDEPENDENT,Group 2 High Potential,David Glassman,David Glassman,626.0,9326.0,2,4,FALSE,N,FALSE,FALSE,N
1024647,Cindy McCarley Designs,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,0.0,9290.0,0,3,FALSE,N,FALSE,FALSE,N
1022297,Summer House Lifestyle,RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,9577.0,9134.3,6,4,FALSE,N,FALSE,FALSE,N
1015714,Harper Haus Interiors,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,59127.42,8790.6,26,9,FALSE,N,FALSE,FALSE,N
1000946,Bronze Lady,RETAIL,SINGLE_LOCATION,Group 2 Medium Potential,David Glassman,David Glassman,674.0,8738.3,11,7,FALSE,N,FALSE,FALSE,N
1020423,Inspired Home Design,DESIGN,DESIGN_FIRM,Group 2 High Potential,David Glassman,David Glassman,1645.0,8587.01,2,9,FALSE,N,FALSE,FALSE,N
1014775,Concept 2 Design,DESIGN,DESIGNER_INDEPENDENT,Group 2 High Potential,David Glassman,David Glassman,2535.0,8497.8,1,4,FALSE,N,FALSE,FALSE,N
1024383,Structure Interior Design Studio,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,14859.5,8483.5,10,2,FALSE,N,FALSE,FALSE,N
1010564,LeSchander Interiors,DESIGN,DESIGN_FIRM,Group 2 Medium Potential,David Glassman,David Glassman,17326.0,8276.0,7,3,FALSE,N,FALSE,FALSE,N
